construct_id,productive_count,total_poses,best_distance,best_productive_rank,lox_contact_frequency,cbd_contact_frequency,cbd_coupling,strict_pass,productive_fraction
r5_inactive_h292a_h294a_h296a,1,10,6.420658747977693,7,1.0,0.0,0.0,,0.1
