construct_id,productive_count,total_poses,best_distance,best_productive_rank,lox_contact_frequency,cbd_contact_frequency,cbd_coupling,strict_pass,productive_fraction
r5_real_lox169,2,10,6.159133087608157,3,1.0,0.0,0.0,,0.2
